Indexador,Ativo,Dias_Out_Of_Sample,Dias_Violacao_VaR_Esperados,Dias_Violacao_VaR_Reais,P_Valor_POF,POF_Valido,P_Valor_CC,CC_Valido,P_Valor_Joint,Joint_Valido,Modelo_Valido,POF_Valido_Num,Joint_90,Joint_95,Joint_99
IPCA,CJEN13,433,4.3300,9,0.0488,NÃO,0.5360,SIM,0.1186,SIM,SIM,0,1,1,1
IPCA,CLAG13,824,8.2400,19,0.0013,NÃO,0.3433,SIM,0.0036,NÃO,NÃO,0,0,0,0
IPCA,CLNG11,227,2.2700,4,0.2975,SIM,0.7042,SIM,0.5407,SIM,SIM,1,1,1,1
IPCA,CLPP23,208,2.0800,3,0.5476,SIM,0.7664,SIM,0.7986,SIM,SIM,1,1,1,1
IPCA,CMDT33,242,2.4200,22,0.0000,NÃO,0.4306,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CMGD27,852,8.5200,12,0.2590,SIM,0.5749,SIM,0.4519,SIM,SIM,1,1,1,1
IPCA,CMGD28,851,8.5100,4,0.0830,SIM,0.8458,SIM,0.2185,SIM,SIM,1,1,1,1
IPCA,CMIN11,855,8.5500,33,0.0000,NÃO,0.1705,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CMIN12,877,8.7700,19,0.0026,NÃO,0.4255,SIM,0.0079,NÃO,NÃO,0,0,0,0
IPCA,CMIN21,842,8.4200,22,0.0001,NÃO,0.1269,SIM,0.0001,NÃO,NÃO,0,0,0,0
IPCA,CMIN22,877,8.7700,17,0.0134,NÃO,0.4120,SIM,0.0335,NÃO,NÃO,0,0,0,1
IPCA,CNRD11,449,4.4900,10,0.0244,NÃO,0.5217,SIM,0.0648,SIM,SIM,0,0,1,1
IPCA,COCE18,793,7.9300,227,,SIM,0.5936,SIM,,SIM,SIM,1,0,0,0
IPCA,COCE27,274,2.7400,8,0.0095,NÃO,0.4870,SIM,0.0272,NÃO,NÃO,0,0,0,1
IPCA,CONF11,255,2.5500,61,0.0000,NÃO,0.0019,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CPFGA2,587,5.8700,12,0.0258,NÃO,0.2370,SIM,0.0415,NÃO,NÃO,0,0,0,1
IPCA,CPFP18,92,0.9200,6,0.0004,NÃO,0.3572,SIM,0.0012,NÃO,NÃO,0,0,0,0
IPCA,CPFPA0,73,0.7300,12,0.0000,NÃO,1.0000,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CPGT15,421,4.2100,23,0.0000,NÃO,0.8004,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CPGT26,525,5.2500,30,0.0000,NÃO,0.0606,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CPGT27,508,5.0800,227,,SIM,0.4331,SIM,,SIM,SIM,1,0,0,0
IPCA,CPLD26,669,6.6900,11,0.1254,SIM,0.5439,SIM,0.2571,SIM,SIM,1,1,1,1
IPCA,CPLD37,604,6.0400,2,0.0549,SIM,0.9081,SIM,0.1573,SIM,SIM,1,1,1,1
IPCA,CPXB22,272,2.7200,18,0.0000,NÃO,0.1094,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CRMG15,658,6.5800,28,0.0000,NÃO,0.1143,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CSAN33,214,2.1400,18,0.0000,NÃO,0.6260,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CSMGA1,179,1.7900,11,0.0000,NÃO,0.6964,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CSMGA2,513,5.1300,21,0.0000,NÃO,0.1801,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CSMGA6,375,3.7500,9,0.0209,NÃO,0.5053,SIM,0.0557,SIM,SIM,0,0,1,1
IPCA,CSMGB4,180,1.8000,12,0.0000,NÃO,0.1889,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CSNP12,337,3.3700,9,0.0107,NÃO,0.4815,SIM,0.0300,NÃO,NÃO,0,0,0,1
IPCA,CSRN19,532,5.3200,127,0.0000,NÃO,0.0000,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CSRN27,381,3.8100,19,0.0000,NÃO,0.1572,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CSRN29,140,1.4000,7,0.0007,NÃO,0.3888,SIM,0.0021,NÃO,NÃO,0,0,0,0
IPCA,CTEE15,266,2.6600,5,0.1987,SIM,0.6952,SIM,0.4054,SIM,SIM,1,1,1,1
IPCA,CTEE17,565,5.6500,13,0.0079,NÃO,0.4519,SIM,0.0221,NÃO,NÃO,0,0,0,1
IPCA,CTEE18,849,8.4900,12,0.2544,SIM,0.5572,SIM,0.4396,SIM,SIM,1,1,1,1
IPCA,CTEE1B,833,8.3300,17,0.0081,NÃO,0.3997,SIM,0.0211,NÃO,NÃO,0,0,0,1
IPCA,CTEE29,868,8.6800,12,0.2844,SIM,0.5617,SIM,0.4764,SIM,SIM,1,1,1,1
IPCA,CTEE2B,771,7.7100,10,0.4280,SIM,0.6080,SIM,0.6404,SIM,SIM,1,1,1,1
IPCA,CTGE11,371,3.7100,1,0.0932,SIM,0.9413,SIM,0.2437,SIM,SIM,1,1,1,1
IPCA,CTGE13,310,3.1000,28,0.0000,NÃO,0.7020,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CTNS14,111,1.1100,10,0.0000,NÃO,0.2109,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CTRR11,62,0.6200,21,0.0000,NÃO,0.2287,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,CUTI11,210,2.1000,2,0.9443,SIM,0.8441,SIM,0.9785,SIM,SIM,1,1,1,1
IPCA,CXER12,347,3.4700,17,0.0000,NÃO,0.1987,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ECHP11,561,5.6100,12,0.0186,NÃO,0.4685,SIM,0.0481,NÃO,NÃO,0,0,0,1
IPCA,ECHP12,333,3.3300,2,0.4288,SIM,0.8763,SIM,0.7224,SIM,SIM,1,1,1,1
IPCA,ECHP22,96,0.9600,7,0.0001,NÃO,0.2910,SIM,0.0002,NÃO,NÃO,0,0,0,0
IPCA,ECOV22,314,3.1400,8,0.0211,NÃO,0.5171,SIM,0.0567,SIM,SIM,0,0,1,1
IPCA,ECPN11,177,1.7700,4,0.1482,SIM,0.6662,SIM,0.3203,SIM,SIM,1,1,1,1
IPCA,EDPA11,162,1.6200,3,0.3300,SIM,0.7357,SIM,0.5877,SIM,SIM,1,1,1,1
IPCA,EDPT11,337,3.3700,7,0.0826,SIM,0.5852,SIM,0.1909,SIM,SIM,1,1,1,1
IPCA,EDTE12,663,6.6300,20,0.0000,NÃO,0.2643,SIM,0.0001,NÃO,NÃO,0,0,0,0
IPCA,EDVP14,214,2.1400,24,0.0000,NÃO,0.8415,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,EGIE17,626,6.2600,14,0.0075,NÃO,0.4404,SIM,0.0208,NÃO,NÃO,0,0,0,1
IPCA,EGIE19,867,8.6700,17,0.0120,NÃO,0.4093,SIM,0.0303,NÃO,NÃO,0,0,0,1
IPCA,EGIE27,799,7.9900,9,0.7248,SIM,0.6505,SIM,0.8482,SIM,SIM,1,1,1,1
IPCA,EGIE29,863,8.6300,13,0.1642,SIM,0.5281,SIM,0.3115,SIM,SIM,1,1,1,1
IPCA,EGIE39,838,8.3800,18,0.0038,NÃO,0.3737,SIM,0.0101,NÃO,NÃO,0,0,0,1
IPCA,EGIE49,416,4.1600,189,,SIM,0.0565,SIM,,SIM,SIM,1,0,0,0
IPCA,EGIEA0,861,8.6100,10,0.6425,SIM,0.6276,SIM,0.7982,SIM,SIM,1,1,1,1
IPCA,EGVG11,251,2.5100,17,0.0000,NÃO,0.1151,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,EGVG21,239,2.3900,9,0.0010,NÃO,0.4002,SIM,0.0031,NÃO,NÃO,0,0,0,0
IPCA,EKTRC0,598,5.9800,286,,SIM,0.0000,NÃO,,SIM,SIM,1,0,0,0
IPCA,ELEK37,189,1.8900,92,0.0000,NÃO,0.4597,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ELET23,718,7.1800,9,0.5113,SIM,0.6324,SIM,0.7189,SIM,SIM,1,1,1,1
IPCA,ELET42,797,7.9700,5,0.2563,SIM,0.8015,SIM,0.5087,SIM,SIM,1,1,1,1
IPCA,ELPLA5,681,6.8100,32,0.0000,NÃO,0.6861,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ELPLA7,855,8.5500,30,0.0000,NÃO,0.9563,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ELPLB4,823,8.2300,35,0.0000,NÃO,0.6773,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ENBR34,152,1.5200,11,0.0000,NÃO,0.1884,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ENEV13,788,7.8800,21,0.0001,NÃO,0.5849,SIM,0.0004,NÃO,NÃO,0,0,0,0
IPCA,ENEV15,867,8.6700,6,0.3346,SIM,0.7723,SIM,0.6021,SIM,SIM,1,1,1,1
IPCA,ENEV16,818,8.1800,9,0.7767,SIM,0.6543,SIM,0.8690,SIM,SIM,1,1,1,1
IPCA,ENEV18,871,8.7100,4,0.0727,SIM,0.8476,SIM,0.1962,SIM,SIM,1,1,1,1
IPCA,ENEV26,874,8.7400,81,0.0000,NÃO,0.5303,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ENEV28,865,8.6500,3,0.0256,NÃO,0.8850,SIM,0.0819,SIM,SIM,0,0,1,1
IPCA,ENEV32,864,8.6400,10,0.6501,SIM,0.6282,SIM,0.8024,SIM,SIM,1,1,1,1
IPCA,ENGI28,341,3.4100,8,0.0334,NÃO,0.5346,SIM,0.0858,SIM,SIM,0,0,1,1
IPCA,ENGI29,93,0.9300,9,0.0000,NÃO,0.1620,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ENGI39,246,2.4600,2,0.7606,SIM,0.8560,SIM,0.9391,SIM,SIM,1,1,1,1
IPCA,ENGIA1,790,7.9000,23,0.0000,NÃO,0.2399,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ENGIA5,718,7.1800,27,0.0000,NÃO,0.1538,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ENGIA6,652,6.5200,271,,SIM,0.0562,SIM,,SIM,SIM,1,0,0,0
IPCA,ENGIB4,722,7.2200,16,0.0046,NÃO,0.3941,SIM,0.0127,NÃO,NÃO,0,0,0,1
IPCA,ENGIB6,730,7.3000,2,0.0195,NÃO,0.9165,SIM,0.0649,SIM,SIM,0,0,1,1
IPCA,ENJG21,638,6.3800,31,0.0000,NÃO,0.0749,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ENMI21,497,4.9700,24,0.0000,NÃO,0.1181,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ENMTA4,776,7.7600,8,0.9313,SIM,0.6829,SIM,0.9165,SIM,SIM,1,1,1,1
IPCA,ENMTA5,407,4.0700,58,0.0000,NÃO,0.0035,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ENMTB3,267,2.6700,6,0.0784,SIM,0.5987,SIM,0.1850,SIM,SIM,1,1,1,1
IPCA,ENTV12,586,5.8600,16,0.0005,NÃO,0.3428,SIM,0.0015,NÃO,NÃO,0,0,0,0
IPCA,EQSP11,199,1.9900,7,0.0055,NÃO,0.4738,SIM,0.0163,NÃO,NÃO,0,0,0,1
IPCA,EQSP21,286,2.8600,6,0.1038,SIM,0.6114,SIM,0.2341,SIM,SIM,1,1,1,1
IPCA,EQTC11,212,2.1200,5,0.0908,SIM,0.6222,SIM,0.2120,SIM,SIM,1,1,1,1
IPCA,EQTN11,207,2.0700,4,0.2321,SIM,0.6906,SIM,0.4523,SIM,SIM,1,1,1,1
IPCA,EQTR11,337,3.3700,4,0.7376,SIM,0.7562,SIM,0.9009,SIM,SIM,1,1,1,1
IPCA,EQTR21,374,3.7400,2,0.3211,SIM,0.8833,SIM,0.6047,SIM,SIM,1,1,1,1
IPCA,EQTS11,190,1.9000,3,0.4595,SIM,0.7557,SIM,0.7248,SIM,SIM,1,1,1,1
IPCA,EQUA11,683,6.8300,8,0.6613,SIM,0.6630,SIM,0.8262,SIM,SIM,1,1,1,1
IPCA,ERDV17,157,1.5700,24,0.0000,NÃO,0.1472,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ERDV36,11,0.1100,4,0.0000,NÃO,0.7767,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ERDV38,44,0.4400,4,0.0010,NÃO,0.3646,SIM,0.0029,NÃO,NÃO,0,0,0,0
IPCA,EREN13,434,4.3400,1,0.0522,SIM,0.9458,SIM,0.1515,SIM,SIM,1,1,1,1
IPCA,EREN23,351,3.5100,0,0.0079,NÃO,,SIM,,SIM,SIM,0,0,0,0
IPCA,ESAM14,540,5.4000,10,0.0753,SIM,0.5386,SIM,0.1702,SIM,SIM,1,1,1,1
IPCA,ESULA1,392,3.9200,28,0.0000,NÃO,0.0376,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ESULA6,753,7.5300,360,,SIM,0.8084,SIM,,SIM,SIM,1,0,0,0
IPCA,ETAP22,408,4.0800,25,0.0000,NÃO,0.0828,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ETBA12,862,8.6200,16,0.0240,NÃO,0.2768,SIM,0.0433,NÃO,NÃO,0,0,0,1
IPCA,ETEN11,439,4.3900,28,0.0000,NÃO,0.4956,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ETEN21,344,3.4400,3,0.8074,SIM,0.8180,SIM,0.9454,SIM,SIM,1,1,1,1
IPCA,ETEN22,208,2.0800,100,0.0000,NÃO,0.2449,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ETEN31,510,5.1000,19,0.0000,NÃO,0.7344,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ETSP12,349,3.4900,1,0.1140,SIM,0.9395,SIM,0.2860,SIM,SIM,1,1,1,1
IPCA,EXTZ11,268,2.6800,8,0.0083,NÃO,0.4820,SIM,0.0240,NÃO,NÃO,0,0,0,1
IPCA,FGEN13,632,6.3200,18,0.0001,NÃO,0.3038,SIM,0.0004,NÃO,NÃO,0,0,0,0
IPCA,FLCLA0,82,0.8200,24,0.0000,NÃO,0.9527,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,FURN21,341,3.4100,9,0.0115,NÃO,0.4842,SIM,0.0322,NÃO,NÃO,0,0,0,1
IPCA,GASC22,627,6.2700,15,0.0030,NÃO,0.3908,SIM,0.0084,NÃO,NÃO,0,0,0,0
IPCA,GASC23,827,8.2700,9,0.8014,SIM,0.6561,SIM,0.8774,SIM,SIM,1,1,1,1
IPCA,GASP15,238,2.3800,8,0.0040,NÃO,0.4546,SIM,0.0120,NÃO,NÃO,0,0,0,1
IPCA,GASP16,344,3.4400,20,0.0000,NÃO,0.1154,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,GASP19,656,6.5600,55,0.0000,NÃO,0.0015,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,GASP29,828,8.2800,9,0.8041,SIM,0.6563,SIM,0.8783,SIM,SIM,1,1,1,1
IPCA,GASP34,355,3.5500,21,0.0000,NÃO,0.1035,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,GBSP11,319,3.1900,9,0.0075,NÃO,0.4690,SIM,0.0215,NÃO,NÃO,0,0,0,1
IPCA,GEPA28,59,0.5900,6,0.0000,NÃO,0.2388,SIM,0.0001,NÃO,NÃO,0,0,0,0
IPCA,GRRB24,299,2.9900,5,0.2866,SIM,0.6795,SIM,0.5205,SIM,SIM,1,1,1,1
IPCA,GSTS14,560,5.6000,37,0.0000,NÃO,0.0086,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,HARG11,867,8.6700,6,0.3346,SIM,0.7723,SIM,0.6021,SIM,SIM,1,1,1,1
IPCA,HBSA11,518,5.1800,12,0.0101,NÃO,0.4501,SIM,0.0275,NÃO,NÃO,0,0,0,1
IPCA,HBSA21,348,3.4800,11,0.0012,NÃO,0.3960,SIM,0.0038,NÃO,NÃO,0,0,0,0
IPCA,HVSP11,399,3.9900,1,0.0721,SIM,0.9434,SIM,0.1979,SIM,SIM,1,1,1,1
IPCA,HZTC14,368,3.6800,2,0.3352,SIM,0.8823,SIM,0.6217,SIM,SIM,1,1,1,1
IPCA,IEMD12,96,0.9600,2,0.3517,SIM,0.7693,SIM,0.6209,SIM,SIM,1,1,1,1
IPCA,IGSN15,492,4.9200,11,0.0178,NÃO,0.4777,SIM,0.0469,NÃO,NÃO,0,0,0,1
IPCA,IRBR12,83,0.8300,9,0.0000,NÃO,0.1611,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ITGE13,178,1.7800,16,0.0000,NÃO,0.6688,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ITGT11,60,0.6000,5,0.0004,NÃO,0.2996,SIM,0.0010,NÃO,NÃO,0,0,0,0
IPCA,ITPE12,90,0.9000,11,0.0000,NÃO,0.0936,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ITPO14,479,4.7900,5,0.9237,SIM,0.7451,SIM,0.9442,SIM,SIM,1,1,1,1
IPCA,JALL11,839,8.3900,9,0.8343,SIM,0.6584,SIM,0.8873,SIM,SIM,1,1,1,1
IPCA,JALL21,812,8.1200,14,0.0601,SIM,0.4831,SIM,0.1335,SIM,SIM,1,1,1,1
IPCA,JSMLB5,27,0.2700,13,0.0000,NÃO,0.6947,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,JTEE11,476,4.7600,7,0.3349,SIM,0.6472,SIM,0.5657,SIM,SIM,1,1,1,1
IPCA,JTEE12,520,5.2000,21,0.0000,NÃO,0.1832,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,LCAMD1,722,7.2200,6,0.6383,SIM,0.0356,NÃO,0.0984,SIM,SIM,1,0,1,1
IPCA,LCAMD3,840,8.4000,7,0.6172,SIM,0.7314,SIM,0.8321,SIM,SIM,1,1,1,1
IPCA,LGEN11,310,3.1000,14,0.0000,NÃO,0.2489,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,LIGH1B,33,0.3300,4,0.0003,NÃO,0.4597,SIM,0.0011,NÃO,NÃO,0,0,0,0
IPCA,LIGHA5,52,0.5200,13,0.0000,NÃO,0.1552,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,LIGHA9,42,0.4200,12,0.0000,NÃO,0.0101,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,LIGHB0,54,0.5400,16,0.0000,NÃO,0.0427,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,LIGHB4,34,0.3400,25,0.0000,NÃO,0.4650,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,LIGHB6,11,0.1100,1,0.0998,SIM,0.6370,SIM,0.2308,SIM,SIM,1,1,1,1
IPCA,LIGHD2,38,0.3800,4,0.0005,NÃO,0.3969,SIM,0.0018,NÃO,NÃO,0,0,0,0
IPCA,LIGHD3,10,0.1000,4,0.0000,NÃO,0.3406,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,LORTA7,865,8.6500,9,0.9054,SIM,0.6634,SIM,0.9032,SIM,SIM,1,1,1,1
IPCA,LTTE15,437,4.3700,8,0.1179,SIM,0.5845,SIM,0.2535,SIM,SIM,1,1,1,1
IPCA,MEZ511,332,3.3200,3,0.8576,SIM,0.8484,SIM,0.9662,SIM,SIM,1,1,1,1
IPCA,MGSP12,604,6.0400,11,0.0689,SIM,0.5226,SIM,0.1558,SIM,SIM,1,1,1,1
IPCA,MNAU13,586,5.8600,18,0.0001,NÃO,0.2850,SIM,0.0002,NÃO,NÃO,0,0,0,0
IPCA,MOVI18,857,8.5700,103,0.0000,NÃO,0.0000,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,MOVI28,867,8.6700,74,0.0000,NÃO,0.0318,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,MOVI37,814,8.1400,71,0.0000,NÃO,0.0002,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,MRSL19,178,1.7800,9,0.0001,NÃO,0.3260,SIM,0.0003,NÃO,NÃO,0,0,0,0
IPCA,MRSL27,442,4.4200,27,0.0000,NÃO,0.0605,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,MRVEC1,178,1.7800,10,0.0000,NÃO,0.2737,SIM,0.0001,NÃO,NÃO,0,0,0,0
IPCA,MSGT12,220,2.2000,8,0.0024,NÃO,0.4667,SIM,0.0077,NÃO,NÃO,0,0,0,0
IPCA,MSGT13,82,0.8200,7,0.0000,NÃO,0.2495,SIM,0.0001,NÃO,NÃO,0,0,0,0
IPCA,MSGT23,538,5.3800,6,0.7920,SIM,0.7127,SIM,0.9025,SIM,SIM,1,1,1,1
IPCA,MSGT33,565,5.6500,4,0.4616,SIM,0.8111,SIM,0.7411,SIM,SIM,1,1,1,1
IPCA,MTRJ19,676,6.7600,4,0.2482,SIM,0.8271,SIM,0.5013,SIM,SIM,1,1,1,1
IPCA,MVLV16,841,8.4100,78,0.0000,NÃO,0.1528,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,NASX13,115,1.1500,2,0.4709,SIM,0.7893,SIM,0.7440,SIM,SIM,1,1,1,1
IPCA,NCEN11,85,0.8500,15,0.0000,NÃO,0.0143,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,NEOE16,848,8.4800,6,0.3664,SIM,0.7698,SIM,0.6371,SIM,SIM,1,1,1,1
IPCA,NEOE26,846,8.4600,10,0.6050,SIM,0.6245,SIM,0.7760,SIM,SIM,1,1,1,1
IPCA,NRTB11,387,3.8700,47,0.0000,NÃO,0.0003,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,NRTB21,281,2.8100,26,0.0000,NÃO,0.2653,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,NTEN11,855,8.5500,61,0.0000,NÃO,0.0022,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ODTR11,429,4.2900,21,0.0000,NÃO,0.1409,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,ODYA11,63,0.6300,1,0.6660,SIM,0.8563,SIM,0.8963,SIM,SIM,1,1,1,1
IPCA,OMGE12,402,4.0200,46,0.0000,NÃO,0.0024,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,OMGE22,260,2.6000,4,0.4187,SIM,0.7231,SIM,0.6773,SIM,SIM,1,1,1,1
IPCA,OMGE31,246,2.4600,13,0.0000,NÃO,0.2273,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,OMGE41,459,4.5900,27,0.0000,NÃO,0.0658,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,OMNG12,349,3.4900,10,0.0043,NÃO,0.4417,SIM,0.0126,NÃO,NÃO,0,0,0,1
IPCA,PALF28,328,3.2800,18,0.0000,NÃO,0.1475,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,PALF38,569,5.6900,19,0.0000,NÃO,0.2514,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,PASN12,270,2.7000,10,0.0006,NÃO,0.3795,SIM,0.0019,NÃO,NÃO,0,0,0,0
IPCA,PETR16,723,7.2300,7,0.9311,SIM,0.7112,SIM,0.9303,SIM,SIM,1,1,1,1
IPCA,PETR17,869,8.6900,3,0.0248,NÃO,0.8853,SIM,0.0798,SIM,SIM,0,0,1,1
IPCA,PETR25,395,3.9500,9,0.0286,NÃO,0.5165,SIM,0.0739,SIM,SIM,0,0,1,1
IPCA,PETR26,867,8.6700,8,0.8168,SIM,0.6993,SIM,0.9035,SIM,SIM,1,1,1,1
IPCA,PETR27,748,7.4800,8,0.8501,SIM,0.6773,SIM,0.9008,SIM,SIM,1,1,1,1
IPCA,PETR45,280,2.8000,16,0.0000,NÃO,0.1628,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,PLSB1A,870,8.7000,402,,SIM,0.1703,SIM,,SIM,SIM,1,0,0,0
IPCA,PPTE11,183,1.8300,8,0.0007,NÃO,0.3910,SIM,0.0022,NÃO,NÃO,0,0,0,0
IPCA,PRAS11,356,3.5600,8,0.0421,NÃO,0.5436,SIM,0.1054,SIM,SIM,0,1,1,1
IPCA,PRPO12,321,3.2100,9,0.0078,NÃO,0.4704,SIM,0.0223,NÃO,NÃO,0,0,0,1
IPCA,PRTE12,215,2.1500,17,0.0000,NÃO,0.7331,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,PTAZ11,625,6.2500,13,0.0178,NÃO,0.4570,SIM,0.0458,NÃO,NÃO,0,0,0,1
IPCA,QUAT12,448,4.4800,13,0.0010,NÃO,0.3775,SIM,0.0030,NÃO,NÃO,0,0,0,0
IPCA,RATL11,563,5.6300,41,0.0000,NÃO,0.0110,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,RESA14,750,7.5000,44,0.0000,NÃO,0.0026,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,RESA15,711,7.1100,40,0.0000,NÃO,0.0000,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,RESA17,786,7.8600,38,0.0000,NÃO,0.1189,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,RESA27,771,7.7100,32,0.0000,NÃO,0.0000,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,RIGE18,161,1.6100,4,0.1112,SIM,0.6506,SIM,0.2539,SIM,SIM,1,1,1,1
IPCA,RIGEA3,573,5.7300,0,0.0007,NÃO,,SIM,,SIM,SIM,0,0,0,0
IPCA,RIPR22,429,4.2900,169,,SIM,0.0613,SIM,,SIM,SIM,1,0,0,0
IPCA,RMGG11,62,0.6200,7,0.0000,NÃO,0.1773,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,RNEP11,39,0.3900,6,0.0000,NÃO,0.1732,SIM,0.0000,NÃO,NÃO,0,0,0,0
IPCA,RODT12,162,1.6200,54,0.0000,NÃO,0.0391,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,RSAN34,450,4.5000,29,0.0000,NÃO,0.0453,NÃO,0.0000,NÃO,NÃO,0,0,0,0
IPCA,RSAN44,810,8.1000,18,0.0026,NÃO,0.4120,SIM,0.0077,NÃO,NÃO,0,0,0,0
IPCA,RUMOA2,860,8.6000,12,0.2715,SIM,0.5598,SIM,0.4609,SIM,SIM,1,1,1,1
IPCA,RUMOA3,868,8.6800,12,0.2844,SIM,0.5617,SIM,0.4764,SIM,SIM,1,1,1,1
IPCA,RUMOA4,862,8.6200,5,0.1786,SIM,0.8090,SIM,0.3931,SIM,SIM,1,1,1,1
IPCA,RUMOA5,864,8.6400,9,0.9027,SIM,0.6632,SIM,0.9027,SIM,SIM,1,1,1,1
IPCA,RUMOA6,868,8.6800,1,0.0009,NÃO,0.9617,SIM,0.0039,NÃO,NÃO,0,0,0,0
IPCA,RUMOB3,769,7.6900,2,0.0140,NÃO,0.9186,SIM,0.0487,NÃO,NÃO,0,0,0,1
IPCA,RUMOB5,869,8.6900,4,0.0737,SIM,0.8474,SIM,0.1983,SIM,SIM,1,1,1,1
IPCA,RUMOB6,845,8.4500,2,0.0073,NÃO,0.9223,SIM,0.0274,NÃO,NÃO,0,0,0,1
IPCA,SAIP11,419,4.1900,11,0.0054,NÃO,0.4406,SIM,0.0156,NÃO,NÃO,0,0,0,1
